Aufermann Ewald;;;Einkommensteuerbilanz und Verlust-KompensationVerlustanrechnung-Verlustausgleich-Verlustvortrag-Verlustabzug;;;;;185;Druckerzeugnis;Verlustanrechnung, Verlustausgleich, Verlustvortrag, Verlustabzug Unternehmung und Steuer, 3. Folge, Heft 2;Haupt-Bibliothek;PE 0343;Berlin;Carl Heymanns;1959;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
EG;;;Die Kommission ergänzt ihre Vorschläge zur Beseitigung der Steuerschranken;;;;;24;Druckerzeugnis;P-31;Separata;KA Sep. 01;Brüssel;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
IFA;;;Le prélèvement sur le capital en France (Impôt de Solidarité Nationale);;;;;;Druckerzeugnis;CDFI Vol. VI - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Zehetner Heidemarie;;;Der Weg zum Ursprungslandprinzip und Europäische Arbeitslosigkeit und die Schaffung eines Beschäftigungstitels im EG-Vertrag;;;;-;40;Druckerzeugnis;Mitteilungsblatt Nr. 199;Separata;;;;;QB;;;Verbrauchsteuern;Umsatzsteuer;
Pilz Dietmar;;;Die neue Getränkbesteuerung;;;;;23;Druckerzeugnis;;Separata;RD Sep. 05;Wien;Institut für Finanzwissenschaft und Steuerrecht;1992;RD;;;Uebrige Steuern;Uebrige Steuern;
Wipfli Jörg;;;Das aktuelle Mehrwertsteuerhandbuch;Bd. 2;;;3-297-38200-7;;Druckerzeugnis;Praxisbezogenes Nachschlagewerk für Unternehmer und Berater über die Belange der Mehrwertsteuer - ehemals Loseblattsammlung -;Haupt-Bibliothek;QB 401 2;Zürich;Weka;1999;QB;;;Verbrauchsteuern;Umsatzsteuer;
Forte Francesco;;;Harmonization of Transportation Taxes and Subsidies;;;;-;;Druckerzeugnis;in: Institut International de Finances Publiques, Comparaison et harmonisation des systèmes des recettes publiques, particulièrement des systèmes fiscaux Report at the Congres at Louxembourg, S. 135 ff.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Wipfli Jörg;;;Das aktuelle Mehrwertsteuerhandbuch;Bd. 1;;;3-297-38200-7;;Druckerzeugnis;Praxisbezogenes Nachschlagewerk für Unternehmer und Berater über die Belange der Mehrwertsteuer - ehemals Loseblattsammlung -;Haupt-Bibliothek;QB 401 1;Zürich;Weka;1999;QB;;;Verbrauchsteuern;Umsatzsteuer;
Hintner Otto;;;Unternehmungsbewertung und Bewertungsgesetz;;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 205 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
EG;;;Die Kommission ergänzt ihre Vorschläge zur Beseitigung der Steuerschranken;;;;;24;Druckerzeugnis;P-31;Separata;KA Sep. 01;Brüssel;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Blancher René;;;T.V.A. et commerce extérieur;;;;-;;Druckerzeugnis;in: Institut International de Finances Publiques, Comparaison et harmonisation des systèmes des recettes publiques, particulièrement des systèmes fiscaux, S. 45 ff.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Schwarz Eva;;;Die 6. Umsatzsteuer-Richtlinie imLiche der Rechtsprechung des EuGH;Eine kritische Auseinandersetzung mit ausgewählten Judikaten;;;-;47;Druckerzeugnis;Gelber Brief Nr. 188;Separata;;;;;QB;;;Verbrauchsteuern;Umsatzsteuer;
EWG;;;Gesamtbericht der Untergruppen A-B und C eingesetzt zur Prüfung verschiedener Möglichkeiten einer Harmonisierung der Umsatzsteuern;;;;-;164;Druckerzeugnis;;Haupt-Bibliothek;QB 314 1;;Kommission EWG;1962;QB;;;Verbrauchsteuern;Umsatzsteuer;
EG-Kommission;;;Das Europa ohne Grenzen;auf dem Wege zu einem grossen Binnenmarkt;;;;11;Druckerzeugnis;Perspektive 1992, Nr. 17/87;Separata;KA Sep. 01;Brüssel;EG;1987;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Europe without Frontiers;Completing the Internal Market;;;;57;Druckerzeugnis;Periodical 4/1987;Separata;KA Sep. 01;Luxemburg;EG;1987;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG-Kommission;;;Vorschlag für eine Richtlinie des Rates zur Ergänzung des gemeinsamen Mehrwertsteuersystems und zur Änderung der Richtlinie 77/388/EWG;Beseitigung der Steuergrenzen (Revision);;;;20;Druckerzeugnis;KOM (87) 322/2 Revision end. vom 21.8.1987;Separata;KA Sep. 01;Brüssel;EG;1987;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Vorschlag für eine Verordnung (EGKS-EWG-Euratom) des Rates über die endgültige einheitliche Regelung für die Erhebung der Mehrwertsteuereigenmittel;;;;;5;Druckerzeugnis;in: Amtsblatt der AG, 31. Jg, 1988, C 128, S. 4-9;Separata;KA Sep. 01;Luxemburg;EG;1988;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Richtlinie des Rates vom 13.6.1988 zur Änderung der Richtlinie 83/181/EWG zur Festlegung des Anwendungsbereichs von Art. 14 Abs. 1 Bst. d der Richtlinie 77/388/EWG hinsichtlich der Mehrwertsteuerbefreiung bestimmter endgültiger Einfuhren von Gegenständen;;;;;4;Druckerzeugnis;in: Amtsblatt, 31. Jg., 1988, L 151, S. 79-81;Separata;KA Sep. 01;Luxemburg;EG;1988;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
IBFD;;;Value Added Taxation in Europe;Vol. 2;;;90-76078-11-4;;Druckerzeugnis;ursprünglich Loseblattwerk France, Germany, Greece, Hungary, Ireland;Haupt-Bibliothek;QB 332 2;Amsterdam;International Bureau of Fiscal Documentation;1998;QB;;;Verbrauchsteuern;Umsatzsteuer;
IBFD;;;Value Added Taxation in Europe;Vol. 3;;;90-76078-11-4;;Druckerzeugnis;ursprünglich Loseblattwerk Italy, Luxembourg, Netherlands, Norway, Portugal, Spain;Haupt-Bibliothek;QB 332 3;Amsterdam;International Bureau of Fiscal Documentation;1998;QB;;;Verbrauchsteuern;Umsatzsteuer;
IBFD;;;Value Added Taxation in Europe;Vol. 4;;;90-76078-11-4;;Druckerzeugnis;ursprünglich Loseblattwerk Sweden, Switzerland, Turkey, United Kingdom, Documentation EEC, Bibliography;Haupt-Bibliothek;QB 332 4;Amsterdam;International Bureau of Fiscal Documentation;1998;QB;;;Verbrauchsteuern;Umsatzsteuer;
EG-Kommission;;;Mitteilung der Kommission an den Rat und an das Parlament. Die Vollendung des Binnenmarktes und die Annäherung der indirekten Steuern;;;;;11;Druckerzeugnis;Dokumente KOM (89) 260 endg. vom 14.6.1989;Separata;KA Sep. 01;Luxemburg;EG;1989;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Abschaffung der Steuergrenzen;Übergangssystem für die Mehrwertsteuer bis zum 31.12.96;;;;8;Druckerzeugnis;EG-Nachrichten, Nr. 5;Separata;QB Sep. 03;Bonn;EG;1990;QB;;;Verbrauchsteuern;Umsatzsteuer;
EG;;;Der Wirtschafts- und Sozialausschuss unterstützt die Beseitigung der Steuergrenzen;;;;;78;Druckerzeugnis;Horizont 1992;Separata;KA Sep. 01;Brüssel;EG;1992;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EC Commission;;;Fifth Report of the Commission to the Council and the European Parliament concerning the implementation of the White Paper on the Completion of the Internal Market;;;;;95;Druckerzeugnis;KOM (90) end. vom 28.3.1990;Separata;KA Sep. 01;Brüssel;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
EG;;;Bericht über den Vorschlag der Kommission an den Rat für eine Richtlinie zur Ergänzung des gemeinsamen Mehrwertsteuersystems und zur Änderung der Richtlinie 77/388 EWG;Annäherung der Mehrwertsteuersätze;;;;36;Druckerzeugnis;Sitzungsdokumente, A 2-0308/88 vom 16.12.1988;Separata;KA Sep. 01;Luxemburg;EG;1988;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Binder Dijker Otte & Co.;;;Refund of foreign VAT;;;;-;81;Druckerzeugnis;;Haupt-Bibliothek;QB 356;Bradford;Marshment & White;1987;QB;;;Verbrauchsteuern;Umsatzsteuer;
IFSt;;;Die saarländische Umsatzbesteuerung nach dem Mehrwert in wirtschaftspolitischer Sicht;;;;-;36;Druckerzeugnis;IFSt-Heft 848;Haupt-Bibliothek;;Bonn;Stollfuss;1957;-;QB;;;Umsatzsteuer;
Mayer Leopold;;;Kostenstruktur und Steuerbelastung;;;;-;;Druckerzeugnis;in: Steuern und Unternehmungspolitik, S. 75 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Kollnig Karl;Weilbach Erich A.;;Kalkulation und Steuer;;;;;112;Druckerzeugnis;Steuerlich zweckmässig kalkuliert und bilanziert Grundlagen und Praxis des Steuerrechts, Band 10;Haupt-Bibliothek;PE 0609;Berlin;Erich Schmidt;1969;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Macneil Ian R.;;;A Primer of Contract Planning;;;;-;;Druckerzeugnis;in: Southern California Law Review, Vol. 48, S. 627 ff.;Haupt-Bibliothek;PE 0651;Los Angeles;University of Southern California;1975;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Jahrmarkt Manfred;;;Steuervorteile durch Steuergestaltung-Taktik--Vorsorge--Wahlrecht;;;;;240;Druckerzeugnis;;Haupt-Bibliothek;PE 0617;Freiburg;Rudolf Haufe;1970;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Heinen Edmund;;;Die betriebswirtschatliche Steuerlehre als Disziplin der Betriebswirtschaftslehre;;;;-;;Druckerzeugnis;in: Steuern und Unternehmungspolitik, S. 121 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Haas Gerhard;Bacher Hans;Scheuer;Formeln für die Steuer- und Wirtschaftspraxis. Steuerliche Berechnungen;durch Formeln vereinfacht.;;;;;Druckerzeugnis;3.A., ab 1974 bis April 1999 ursprünglich Looseblattwerk;Haupt-Bibliothek;PE 0622;Berlin;Erich Schmidt;1974;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Bundesministerium der Finanzen;;;Musterabkommen zur Vermeidung der Doppelbesteuerung der Nachlässe-Erbschaften und Schenkungen;;;;-;223;Druckerzeugnis;Bericht des Fiskalausschusses der OECD, 1982;Haupt-Bibliothek;LC 0215;Herne;Neue Wirtschafts-Briefe;1983;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Collins Maurice H.;;;International Transfer Pricing in the Ethical Pharmaceutical Industry;;;;-;210;Druckerzeugnis;;Haupt-Bibliothek;LC 6124;Amsterdam;IBFD;1993;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Schliephake Dirk;;;Steuerliche Gewinnabgrenzung internationaler Personengesellschaften;;;;-;321;Druckerzeugnis;Steuerberatung - Betriebsprüfung - Unternehmensbesteuerung- Schriften zur betriebswirtschaftlichen Steuerlehre, Bd. 20;Haupt-Bibliothek;LC 0698;Bielefeld;Erich Schmidt;1990;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Chown John;Humble John;;Tax Strategy for General Management;Economic and Social Issues;;;;25;Druckerzeugnis;;Haupt-Bibliothek;PE 0642;London;Foundation for Business Responsibilities;1978;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Langenegger Ernst;;;Konzernunternehmenspolitik;Grundlagen-Grundfragen und Zielsetzungen;;;;106;Druckerzeugnis;Schriftenreihe des betriebswirtschaftlichen Instituts der Uni Bern;Haupt-Bibliothek;PE 0612;Bern;Paul Haupt;1967;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Casa Richard;;;Tax planning opportunities worldwide. (Selected articles from International Tax Report);;;;;39;Druckerzeugnis;;Separata;PE Sep. 06;London;Eurostudy;1990;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
IFA;;;United States Tax Legislation During and Since World War II;;;;-;;Druckerzeugnis;CDFI Vol. V - Den Haag 1947 Neudruck- in: Cahiers de Droit Fiscal International, Vol. 1-6, 1939/1947;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Steiner Jürgen;;;Gewinnsteuern in Partialmodellen für Investitionsenscheidungen;;;;;205;Druckerzeugnis;Barwert und Endwert als Instrumente zur Steuerwirkungsanalyse Betriebswirtschaftliche Studien, Bd. 40;Haupt-Bibliothek;PE 0644;Berlin;Erich Schmidt;1980;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Nooteboom A.;;;Internationale Verrechnungspreise zwischen nahestehenden Unternehmen im Steuerrecht;;;;-;;Druckerzeugnis;in: Beiträge zum Bilanz- und Steuerrecht, S. 21 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Scherpf Peter;;;Entwicklung und Zukunft der betriebswirtschaftlichen Steuerlehre als Hilfsmittel der Unternehmungspolitik;;;;-;;Druckerzeugnis;in: Steuern und Unternehmungspolitik, S. 92 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Malherbe M. J.;;;Cours de droit fiscal international compare. Comparative international tax law;;;;-;102;Druckerzeugnis;;Haupt-Bibliothek;LC 0116;Bruxelles;Boulevard Brand Whitlock;1972;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
International Society of Securities Administrators;;;5. International Symposium;Global Investments;;;-;130;Druckerzeugnis;;Haupt-Bibliothek;PH 206 3;Zürich;ISSA;1990;PH;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Ausserordentliches Einkommen;
IFF;;;Seminar über Steuerprobleme international tätiger Unternehmen;19.-21.10.1993;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LC 6122;St. Gallen;IFF;1993;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Reimer Christian;;;Steuerplanung bei Ergebnisrückgang und Liquiditätsengpässen;;;;;236;Druckerzeugnis;Steuerberatung, Betriebsprüfung, Unternehmensbesteuerung, Schriften zur betriebswirtschaftlichen Steuerlehre, Bd. 18;Haupt-Bibliothek;PE 0658;Bielefeld;Erich Schmidt;1989;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Bauer Egon;Quantschnigg Peter;;Die Körperschaftsteuer. KStG 1988;;;;3-7007-1354-1;;Druckerzeugnis;;Haupt-Bibliothek;PL 113;Wien;Anton Orac;1999;PL;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Gewinnsteuer der Kapitalgesellschaften;
Perridon Louis;;;Eléments d'une théorie du comportement des entreprises devant la fiscalité;;;;-;;Druckerzeugnis;In: Steuern und Unternehmungspolitik, S. 112 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;
Owens Elisabeth A.;;;Bibliography on Taxation of Foreign Operations and Foreigners;;;;-;92;Druckerzeugnis;Harvard Law School - International Tax Program;Haupt-Bibliothek;JB 124 1;Cambridge;The Law School of Harvard University;1968;JB;;;Allgemeine Steuerrechtsliteratur;Festschriften, Sammelwerke, Bibliographien;
Zentrum für Unternehmungsführung AG;;;Steuertagung Schweiz-Deutschland 26./27.4.1990;;;;-;;Druckerzeugnis;Kursunterlagen;Haupt-Bibliothek;LC 0151;Kilchberg;Zentrum für Unternehmungsführung AG;1990;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFF;;;Seminar über Internationales Steuerrecht und Steuerplanung;21.-24.10.1985;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LC 0140 1;St. Gallen;IFF;1985;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
OECD;;;Projet de convention de double imposition concernant le revenue et la fortune;;;;-;176;Druckerzeugnis;Rapport de Comité Fiscal de l'OCDE;Haupt-Bibliothek;LC 0206;Paris;OECD;1963;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
IFA;;;Influence et avantage des conventions fiscales (France-Grèce-Italie-Turqui-Etats-Unis);;;;;;Druckerzeugnis;CDFI Vol. XI - Den Haag 1947- in: Cahier de Droit Fiscal International, Vol. 7 - 11, 1947/1948;Haupt-Bibliothek;;Amsterdam;Swets & Zeitlinger;1965;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
United Nations;;;UN Model Double Taxation Convention between Developed and Developing Countries;;;;;265;Druckerzeugnis;;Haupt-Bibliothek;LC 0130;New York;;1980;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Philipp Alfred;;;Befreiungssystem mit Progessionsvorbehalt und Anrechnungsverfahren;;;;-;209;Druckerzeugnis;Probleme des zwischenstaatlichen Steuerrechtes;Haupt-Bibliothek;LC 0115;Wien;Orac;1971;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
Samson, Bélair & Partners;;;Non-Resident Investment in Canadian Real Estate;;;;-;39;Druckerzeugnis;;Haupt-Bibliothek;LN 105;Toronto;Samson, Bélair & Partners;1982;LN;;;Interkantonales/Internationales Steuerrecht;Kanada;
King & Spalding;;;Investment in US Real Estate Through Netherlands. Antilles Corporations. Effects of US Tax Reform Act of 1986 and New US/Netherlands Antilles Tax Treaty;;;;;35;Druckerzeugnis;;Separata;LE Sep. 02;Atlanta;King & Spalding;1986;LE;;;Interkantonales/Internationales Steuerrecht;USA;
Samson, Bélair & Partners;;;Fragen zu kanadischen Immobilienanlagen für in Kanada nicht ansässige Personen und Gesellschaften;;;;-;46;Druckerzeugnis;;Haupt-Bibliothek;LN 104;Toronto;Samson, Bélair & Partners;1981;LN;;;Interkantonales/Internationales Steuerrecht;Kanada;
Nauheim Stephen A.;Stewart Raymond J.;;Tax Effective Structuring of Foreign Investment in US Real Estate;;;;-;362;Druckerzeugnis;;Haupt-Bibliothek;LE 133;London;Eurostudy;1992;LE;;;Interkantonales/Internationales Steuerrecht;USA;
Weisbender Anneliese;;;Sachgesamtheiten und Gesamtanlagen im Umsatzsteuerrecht;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 493 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Stemberg Hans-Joachim;;;Der Begriff der Bearbeitung und Verarbeitung im Umsatzsteuerrecht;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 487 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Wesche Heribert;;;Die Besteuerung der Eisenbahnunternehmen des öffentlichen Verkehrs;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 374 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Petersen Jens-Peter;Spanakakis Georgioes;;Die kumulierte Umsatzsteuerbelastung in der Bundesrepublik Deutschland;;;;-;98;Druckerzeugnis;Studien zur Finanzpolitik, Heft 8;Haupt-Bibliothek;QB 323;München;IFO-Institut für Wirtschaftsforschung;1967;QB;;;Verbrauchsteuern;Umsatzsteuer;
Heinemann Ernst Peter;;;Die Besteuerung der durch einen Forderungsnachlass entstandenen Sanierungsgewinne im Körperschaftsteuerrecht;;;;;;Druckerzeugnis;Dissertation, in: 'Von der Auslegung und Anwendung der Steuergesetze' Hrsg.: Felix Günther, S.;Haupt-Bibliothek;;Köln;;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Schmidt Hans Martin;;;Die personenbezogene GmbH im Steuerrecht;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 352 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;
Reichhardt Bertold;;;Die Umsatzsteuer für 'sonstige Leistungen' im internationalen Verhältnis;;;;;97;Druckerzeugnis;Steuerrecht im Rechtsstaat, Heft 11;Haupt-Bibliothek;QB 335;München;Beck;1973;QB;;;Verbrauchsteuern;Umsatzsteuer;
Reig Enrique Jorge;;;Type of Sales Tax Applied and the Problem of Tax Harmonization within Common Market Areas;;;;-;;Druckerzeugnis;in: Institut International de Finances Publiques, Comparaison et harmonisation des systèmes des recettes publiques, particulièrement des systèmes fiscaux Report at the Congres at Louxembourg, S. 187 ff.;Haupt-Bibliothek;;;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;
Krämer Max;;;Umsatzsteuer und Vergütungen im Export;;;;-;269;Druckerzeugnis;Grundlagen und Praxis des Steuerrechts, Bd. 6- 3. A.;Haupt-Bibliothek;QB 309;Berlin;Erich Schmidt;1958;QB;;;Verbrauchsteuern;Umsatzsteuer;
Price Waterhouse;;;International Taxation of Computer Software;;;;0-85121-185-2;98;Druckerzeugnis;;Haupt-Bibliothek;LC 0679;London;Price Waterhouse;1986;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;
